lat,lng
43.9,-93.3
55.8,49.2
45.5,-73.6
22.2,114
59.7,12.6
44.4,26.1
22.3,114.2
56.8,60.5
55.7,37.6
58.3,48.3
23.5,121
54.8,56
55.2,61.4
47.2,39.7
22.3,114.2
41.2,-73.2
45.5,-73.6
-34.6,-58.4
30.3,120.2
22.3,114.2
34.2,117.2
56.3,44
53.2,45
42.3,-83.1
53,36.1
39.9,116.4
55.2,61.4
51.7,36.2
55.2,61.4
50.3,127.5
56.8,53.2
43.1,12.1
41.7,44.8
-12.3,-66.2
-37.8,145
56.2,47.3
26.7,88.4
-22.8,-43.2
51.7,55.4
19.4,-99
20,77
30.3,120.2
51.6,7
22.3,114.2
-20.5,-47.4
22.6,88.4
56.8,53.2
30.3,120.2
54.2,37.6
55.5,47.5
30.7,104.1
34.1,-118.3
36.1,-90.5
37.5,127
56.3,44
54.3,48.4
55.7,37.6
55.3,52.1
36.1,103.8
24.5,118.1
55.2,61.4
48.6,39.3
30.3,120.2
48,37.9
30.3,120.2
34.8,113.7
53.1,36.2
21.5,109.1
48.5,32.3
40.5,-74.2
17.4,78.5
56.1,47.5
53.4,83.8
61.3,73.4
48.7,44.5
49.8,24.9
21,105.9
24.8,121
13.8,100.5
51.5,46
45.5,-73.6
30.3,120.2
50.5,30.5
55.2,59.7
28.1,-16.7
25,17
55.2,61.4
50.6,36.6
52.2,20.8
24.1,120.7
25,88.2
48,37.8
32.1,118.8
56.9,53.2
56.1,47.3
40.7,-74.2
23.5,121
48.5,35
55.9,26.5
20.7,-103.3
48.5,35
-33.7,151
55.7,37.6
30.3,120.2
56,92.9
45.5,-73.6
23.5,121
52.6,39.6
55.2,61.4
46,25
48.9,2.3
55.2,61.4
56,92.9
39.9,116.4
25,121.5
55.3,61.4
23.5,121
30.9,120.1
45.5,-73.6
51.2,58.3
52.7,41.4
30.3,120.2
-6.2,107
45.5,-73.6
48.9,2.3
55.2,61.4
30.3,120.2
55.3,61.4
31,121.4
55,82.9
55.6,37.9
59.3,18.1
56.8,53.2
56.8,53.2
53.2,48.5
50.3,28.7
40.5,-74.2
34.8,113.7
48,37.8
55.2,61.4
30.3,120.2
55.2,59.7
23.1,113.3
34.8,113.7
58.6,49.7
52.7,41.4
30.3,120.2
55.7,37.6
39.9,116.4
45.5,-73.6
55,82.9
30.3,120.2
43.1,131.6
32.1,118.8
52.8,52.3
23,120.2
33.7,-84.4
56.8,53.2
30.9,120.1
55.7,37.6
55.4,61.5
45.5,-73.6
45.5,-73.6
55.3,61.4
50.7,3.2
23,90.9
35.7,139.7
22.6,120.4
46.3,48
51.5,-0.1
49.8,73.1
55.7,37.6
45.3,-73.9
19,72.8
22.6,120.4
45.5,-73.6
30.3,120.2
26.1,119.3
47,28.8
53.2,50.1
37.8,-97.8
45.5,-73.6
55.2,61.4
53.5,49.6
55.2,61.4
40.1,44.1
17.4,78.5
30.3,120.2
55.4,43.8
45.8,16
40.5,-74.2
44.5,130.2
56.4,44.1
50.3,28.7
23.1,113.3
40,45
23.5,121
31.9,117.3
-22.8,-43.2
23.1,113.3
23.5,121
23.5,121
30.3,120.2
23.1,113.3
55.3,42.2
32.8,-96.8
55.8,49.2
36.7,117
28.6,115.9
45,41.1
21,-105.2
48.5,32.3
51.3,9.5
54.6,52.5
44.9,33.8
36.2,-96
48.9,2.3
34.8,113.7
55.2,61.4
37.5,127
40.4,-3.7
28.6,77.2
22.8,108.3
50.4,30.5
51.5,46
45.5,-73.6
48,37.8
49.8,24
32.1,118.8
45.6,38.9
23.5,121
25,121.5
25,121.5
54.5,36.3
45.5,-73.6
-12.3,-66.2
2.5,112.5
25,121.5
23.5,121
22.8,108.3
55.8,37.6
51.7,-0.3
45.5,-73.6
23.1,113.3
30.3,120.2
49.7,6
30.3,120.2
56.2,47.3
22.5,114.1
55.5,47.5
22.3,114.2
24.1,120.7
24.9,67.1
40.1,-77
53.2,50.1
24.1,120.7
48,68
43.6,-79.4
55.8,38
45.5,-73.6
44.1,43
55.8,37.6
55.7,37.6
23.1,113.3
55,50.1
55.2,61.4
55.8,49.1
2.5,112.5
48.5,35
23.1,113.3
41.7,123.2
40,45
54.3,48.4
42.4,-71.1
55.9,26.5
50.5,30.5
51.5,46
30.3,120.2
23,120.2
37.8,-97.8
48.6,39.3
10.8,79.9
55.2,61.4
30.6,114.3
37.5,127
32.1,118.8
24.5,54.4
31.8,120
48.9,2.3
55,60.1
37.5,127
56,92.9
32.1,118.8
4.6,-74.1
23.5,121
25,121.3
23.5,121
37.7,112.5
37.8,-97.8
34,-117.9
23.5,121
45.5,-73.6
30.7,104.1
55.5,47.5
55.4,43.8
23.5,121
43.4,-80.5
45.5,-73.6
43.2,-77.7
55.2,61.4
49.1,33.4
45.5,-73.6
45.5,-73.6
25,121.5
55.7,37.6
55.8,49.2
23.1,113.3
24.8,121
40.3,29.6
28.6,115.9
45.5,-73.6
31.9,117.3
30.3,120.2
56.9,60.6
47.5,19.1
51.7,55.4
45.5,-73.6
-40.6,-73.1
55,73.4
39.1,-94.6
55.3,52.1
54.7,20.5
57.3,60.2
47.8,67.8
56.1,40.4
30.3,120.2
51.7,55.4
66,60.1
56.2,47.3
45.5,-73.6
45.5,-73.6
23.5,121
31,121.4
23.5,121
53.2,45
24.1,120.7
58.3,57.8
51.7,36.2
25,121.5
31.5,74.4
36.7,117
21,105.9
30.7,104.1
48.9,2.3
55.3,61.4
53.2,45
56.9,60.6
53.4,83.8
40.6,22.9
52.2,20.8
13.1,80.3
25,121.5
56.1,40.4
45.5,-73.6
52.7,41.4
49.4,27
40.7,-74
51.7,39.2
31.9,117.3
25.3,55.3
45.5,-73.6
37.5,127
54,38.2
30.3,120.2
47.2,39.7
23.5,121
31,121.4
51.3,9.5
37.5,127
45.5,-73.6
28.5,-81.6
50.5,30.5
49.4,32.1
25,121.5
23.1,113.3
45.5,-73.6
30.3,120.2
30.3,120.2
45.5,-73.6
55.2,61.4
-23.5,-46.6
45.5,-73.6
53.5,49.3
50.5,30.5
36.7,117
42,43.5
37.5,127
46.3,48
46.3,48
53,28
41.1,29.1
53.2,45
53.9,27.6
51.6,46.1
55.3,61.4
54.2,45.2
49.1,33.4
23.5,121
23.1,113.3
53,28
45.5,-73.6
36.7,117
45.5,-73.6
32.1,118.8
-12.1,-77.1
43,44.7
54.2,45.2
30.7,104.1
51.5,-0.1
56.1,47.3
24.1,120.7
55.2,59.7
55.2,61.4
22.3,114.2
43.3,76.9
30.3,120.2
51.4,0
58.3,48.3
26.1,119.3
48.9,2.3
47.9,35.3
22.3,114.2
22.3,114.2
34.3,108.9
23.5,121
23,120.2
55.2,59.7
50.5,30.5
45.5,-73.6
30.3,120.2
49,33.6
45,39
55.7,37.6
51.7,36.2
23.5,121
41.2,-73.2
25,102.7
25,121.5
45.5,-73.6
30.7,104.1
45,39
45,34.1
23,120.2
55.8,49.2
55.7,37.6
44.8,-93.2
55.8,38
32.6,-92
56.2,47.3
47,28.8
51.9,47.9
35.7,51.4
23.1,113.3
23.5,121
48.5,32.3
52.6,19.7
48.9,2.3
32.8,-96.8
51.3,58.2
34.1,-118.3
55.2,61.4
55.2,61.4
30.3,120.2
30,120.6
50.7,3.2
50.5,30.5
54.8,56
55.2,61.4
22.6,120.4
30.3,120.2
31,121.4
45.5,-73.6
50.1,14.4
45.5,-73.6
55.7,37.9
43.9,125.3
46.3,48
55.2,59.7
23.3,69.7
26.1,119.3
48.9,2.3
48.9,2.3
23.5,121
45.5,-73.6
51.3,9.5
48.6,39.3
32.1,118.8
43.3,76.9
30.3,120.2
41.8,123.4
58.5,31.3
23,120.2
48.6,7.7
39.1,117.2
30.3,120.2
45.5,-73.6
53,36.1
30.3,120.2
13.8,100.5
55,82.9
37.5,127
55.2,61.4
50.5,30.5
46.1,-73.9
53.7,91.7
23.5,121
48.5,35
19.7,-101.1
54.8,56
25,121.3
36.7,117
45.5,-73.6
23.5,121
45.5,-73.6
56.1,47.3
-5.3,-49.1
36.7,117
45.5,-73.6
48.9,2.3
23.1,113.3
31,121.4
55.2,61.4
39.9,116.4
35.2,115.4
39.9,116.4
42.4,-71.1
21.2,79.1
22.3,114.2
36.7,117
31,121.4
56.1,47.5
55.1,61.6
47.2,39.7
57.8,40.9
50.3,127.5
48.2,16.4
-40.6,-73.1
51.5,46.1
55.2,59.7
55.8,-4.3
22.5,114.1
45.5,-73.6
25,121.5
56.5,85
45.5,-73.6
30.9,120.1
40,45
25,121.5
30.3,120.2
45.5,-73.6
54.1,44.9
22.3,114.2
48.5,32.3
55.2,61.4
55,73.4
22.6,120.3
43.4,24.6
55.8,37.6
28.6,115.9
56.9,53.2
52.3,21
30.3,120.2
50.3,28.7
45.5,-73.6
57,61.5
50.5,30.5
25,121.5
30.3,120.2
23.5,121
30.3,120.2
36.2,-86.8
36.1,-115.1
55.2,61.4
55.5,47.5
45.5,-73.6
26.6,106.7
55,73.4
46.3,48
52.2,21
23.5,121
30.3,120.2
45.5,-73.6
7.1,125.6
28.6,115.9
55.2,61.4
55.3,61.4
49.4,32.1
30.3,120.2
56.9,53.2
53.7,91.7
45.5,-73.6
48,37.8
45.8,21.3
28.2,113.1
23.1,113.3
45.5,-73.6
55.1,61.6
28.5,119.9
30.3,120.2
31.9,117.3
8,-66
31,121.4
48.5,32.3
46.3,48
56.9,53.2
45.5,-73.6
30.3,120.2
45.5,-73.6
55.7,37.6
51.8,55.1
30.3,120.2
56.5,85
23.5,121
30.7,104.1
55.7,37.6
52.7,41.4
13.8,100.5
51.3,9.5
54.9,52.3
34,-117.9
51.3,9.5
54.4,61.3
55.7,37.6
48,37.9
52.3,104.3
31,121.4
58.6,49.7
55.5,47.5
23.5,121
51.7,39.2
23.1,113.3
30.7,104.1
22.3,114.2
55.2,61.4
55,82.9
40.5,-74.2
41.2,-73.2
22.3,114.2
37.4,-121.9
48.9,2.3
45.5,-73.6
45.5,-73.6
22.3,114.2
55.3,61.4
55.4,43.8
55,82.9
39.9,116.4
30.3,120.2
48.9,2.3
50.9,4.4
48.9,2.3
37.5,127
-18.2,35
56.5,85
55.7,37.6
51.3,9.5
36.8,127.2
30.3,120.2
48.9,2.3
30.3,120.2
23.5,121
55.8,37.6
55.3,61.4
41.7,44.8
34.3,108.9
48.2,37.3
51.7,36.2
30.3,120.2
52.3,104.3
24.9,118.6
55,73.4
30.3,120.2
45.5,-73.6
48.9,2.3
25,121.5
55.7,37.6
30,31.2
45.5,-73.6
10.5,77.5
23.1,113.3
50.4,30.5
32.1,118.8
30.3,120.2
44.8,20.5
24.1,120.7
56.3,44
55,50.1
24.8,121
23.5,121
23.1,113.3
46.3,48
48.9,2.3
37.8,-97.8
50.4,30.5
55.2,61.4
55.1,21.9
30.6,114.3
55.2,61.4
55.2,61.4
51.5,31.3
49.6,25.6
23.5,121
25,121.5
48,37.9
48.9,2.3
53.2,50.1
20,77
48.6,39.3
35.6,139.8
10,76.2
34.8,113.7
44.6,33.5
48.9,2.3
45.5,-73.6
39.9,116.4
40.7,-74.2
45.5,-73.6
23.5,121
55.2,61.4
60.7,72.9
47.6,-122.3
55.7,37.6
55.2,61.4
23.5,121
44.5,34.2
30.3,120.2
20.2,85.8
58.6,49.7
25,121.5
48.8,37.6
45.5,-73.6
55.1,73.1
54.3,48.4
54.1,44.9
42.9,-78.9
51.7,36.2
25,121.5
54.2,45.2
55.2,61.4
-12.1,-77.1
23.5,121
58.1,52.7
25,121.5
23.5,121
43.3,76.9
34.8,113.7
24.1,120.7
41.2,-73.2
36.8,3.1
35.1,137.2
25,121.5
43.7,-79.4
55.2,61.4
49.4,32.1
20.4,-102
23.5,121
28.2,113.1
50.6,36.6
48.8,37.6
58.6,49.7
17.4,78.5
30.3,120.2
23.5,121
41.7,44.8
-34.9,-60
51.5,46
61.3,73.4
47,28.8
29.1,119.6
23.1,113.3
47.9,35.3
55.7,37.6
45.5,-73.6
55.2,61.4
28.2,113.1
40.5,-74.2
45.5,-73.6
48.6,45.7
35.7,51.4
57.8,40.9
23.1,113.3
21,105.9
23.5,121
55,73.4
55.2,61.4
47.2,39.7
22.3,114.2
56.8,53.2
30.3,120.2
57,24.1
45.5,-73.6
51.8,55.1
30.3,120.2
30.6,114.3
50.4,83.5
48.6,39.3
55.9,37.7
55.2,61.4
40.4,-3.7
37.5,-122.2
35.7,51.3
34.1,-118.3
46.1,-73.9
23.5,121
40.7,-74.2
32.1,118.8
48.6,45.7
23.1,113.3
45.5,-73.6
23,120.2
23.1,113.3
55.7,37.6
34.1,-118.3
48.5,35
32.1,118.8
55.2,59.7
23.1,113.3
55.2,61.4
42.6,-83.2
50.1,8.7
43.1,12.1
25,121.5
17.4,78.5
22.3,114.2
59.9,30.3
31,121.4
48.5,32.3
53.9,86.7
54.9,47.5
53.2,50.1
25,102.7
58.6,49.9
55.2,61.4
45.5,-73.6
55.2,61.4
55.7,37.6
25,121.3
43.1,12.1
-18.9,-48.3
45.3,-73.9
51.7,35.7
36.7,117
23.5,121
50.3,28.7
22.5,114.1
50.4,30.5
37.6,127.1
13,77.6
40.7,-74.2
23.1,113.3
55.3,61.4
56.9,53.2
47.2,38.9
37.5,127
41.2,-73.2
45,39
22.6,88.4
48.9,2.3
38.7,-9.1
45.5,-73.6
52.7,41.4
-34.7,-58.4
45.8,1.3
55.7,37.6
34,-117.9
34,-118.3
55.2,61.4
55.2,61.4
45.5,-73.6
56.8,53.2
48.7,38.1
23.5,121
25,121.5
39.9,116.4
30.3,120.2
45.5,9.2
37.8,128.9
20,77
45.9,-119.7
55.2,61.4
55,73.4
52.3,77
25,121.3
23.5,121
41.8,-87.6
31,121.4
45.5,-73.6
32.1,118.8
23.5,121
30.3,120.2
48.9,2.3
48,68
25,121.5
33.4,-112
53.5,49.3
24.1,120.7
55.7,37.6
42.8,129.3
-10.5,-37.4
45.2,37.3
48.2,26.5
31,121.4
48.9,2.3
37.5,-122.4
55.7,37.6
48.8,37.6
17.4,78.5
23.5,121
22.5,114.1
55.2,61.4
30.3,120.2
55.2,61.4
48.9,2.3
8.6,-82.4
55.3,61.4
32.1,118.8
25,121.5
47.6,-122.3
48.9,2.3
51.5,46
30.1,31.3
23.5,121
34,9
55,50.1
55.2,59.7
59.9,30.3
25,121.5
55.2,61.4
55.2,61.4
30.3,120.2
51.3,58.2
45.5,-73.6
29,118.9
14.4,80
29.9,121.5
51.7,107.9
41,27.5
31.5,74.3
23.1,113.3
32.8,-96.8
24.1,120.7
25,121.5
51.7,36.2
16.5,80.6
28.6,115.9
23.5,121
52.4,4.9
58.5,50
38.9,-77
49.4,32.1
23.1,113.3
48,37.8
30.9,120.1
40.7,-74
-1.5,-48.5
13.8,100.5
23.5,121
32.1,118.8
30.3,120.2
37.5,126.7
-37.1,-73.2
39.1,-94.6
30,120.6
55.2,61.4
30.3,120.2
55.8,38
-18.9,-48.3
49.8,24.9
58.6,49.9
45.5,-73.6
45.5,-73.6
40.5,-74.2
45.5,-73.6
55.7,37.6
17.4,78.5
45.5,-73.6
33.7,73
-34.5,-58.5
45.5,-73.6
-1.4,-48.4
55.2,61.4
48.9,2.3
37.5,-122.4
48.5,35
30.3,120.2
30.3,120.2
56.3,44
23.1,113.3
22.7,88.3
25,121.5
39.9,116.4
55.2,61.4
30.3,120.2
37.5,126.7
30.3,120.2
25,121.5
55,60.1
51.7,39.2
38.7,-9.1
52.6,19.1
39.9,116.4
19.4,-99.1
41.2,-73.2
45.5,-73.6
45.5,-73.6
23.5,121
47,28.9
30.6,114.3
48.9,2.3
48.9,2.3
48.5,32.3
55.9,37.7
23.1,113.3
55.2,61.4
30.3,120.2
55.2,59.7
55.7,37.6
20,77
48.6,39.3
55.7,37.6
45.5,-73.6
48.9,2.3
45.5,-73.6
48.9,2.3
46.4,34.2
56.1,47.5
30.3,120.2
45.5,-73.6
30.3,120.2
48.9,2.3
56.9,60.6
43.3,77
28.6,115.9
35.7,51.4
55.2,61.4
55.2,61.4
23.5,121
38.7,-9.1
23.5,121
55.7,37.6
32.1,118.8
51.7,55.4
32.1,118.8
53.2,50.1
49.4,32.1
17.4,78.5
53.6,10
45.5,-73.6
26.1,119.3
28.6,115.9
28.6,115.9
58.1,52.7
39.9,116.4
22.3,114.2
55,60.4
55.3,61.4
51.5,46
10.8,106.6
55.7,37.6
39.9,116.4
40.6,22.9
32.1,118.8
48.7,38.1
47.6,-122.3
30.3,120.2
46.3,48
56.6,84.8
45.5,-73.6
28.2,113.1
38.7,-9.1
48.9,2.3
37.5,127
50.4,30.5
55,73.4
45.5,-73.6
55.2,61.4
34.8,113.7
45.5,-73.6
45.5,-73.6
48.8,37.6
45.5,-73.6
51.7,55.4
45.5,-73.6
45.5,-73.6
52.7,41.4
56.1,60.7
28.6,115.9
52.4,4.9
32.1,118.8
23.5,121
51.9,36.3
43.3,76.9
56.8,53.2
30.3,120.2
51.5,31.3
30.3,120.2
56.1,47.5
59.9,30.3
23.1,113.3
50.4,30.5
35.2,115.4
32.1,118.8
55.2,61.4
56.9,53.2
30.3,120.2
52.5,13.4
51.9,36.3
39.9,116.4
51.2,58.3
30.3,120.2
45.5,-73.6
40.5,-74.2
53,36.1
13.8,100.5
55.1,61.6
45.5,-73.6
23.5,121
30.9,120.1
22.6,120.4
36.7,117
55.2,61.4
23.1,113.3
51.5,-0.1
55.3,61.4
42,43.5
32.1,118.8
50.7,3.2
23.1,113.3
30.3,120.2
23.5,121
17.4,78.5
48,68
32.1,118.8
-23.5,-46.6
55.2,61.4
30.3,120.2
30.3,120.2
19.5,-96.9
30.3,120.2
51.2,58.3
45.3,-73.9
51.3,58.2
45,41.1
31,121.4
48,68
30.7,104.1
57.8,40.9
55,60.1
39.9,115.3
23.5,121
48.9,2.3
30.3,120.2
56.1,40.4
50.4,30.5
45.5,-73.6
36.1,103.8
56.1,47.5
47.8,-3.3
30.3,120.2
23.1,113.3
40,45
23.5,121
45.6,11.5
51.5,46
23.7,90.4
24.1,120.7
55.2,61.4
39.9,116.4
-15.6,-56.1
44.4,26.1
30.3,120.2
52.4,4.7
29.5,-98.4
52.6,39.6
25,121.3
29.1,119.6
23.9,120.7
55,73.4
58,38.8
56.1,47.3
55.2,61.4
55.2,61.4
48.6,39.3
44.4,26.1
45.5,-73.6
32,34.8
52.8,52.3
34.8,113.7
48.9,2.3
58.6,49.9
34.8,113.7
58,56.3
42.7,23.3
19.7,-101.1
45.5,-73.6
30.3,120.2
45.5,-73.6
55.8,37.6
45.5,-73.6
34.3,108.9
22.3,114.2
34,-117.9
45.5,-73.6
51.3,9.5
45.3,-73.9
31,121.4
17.4,78.5
52.2,48
52.2,21
32.1,118.8
45.5,-73.6
22.3,114.2
30.3,120.2
23.1,113.3
32.1,118.8
30.3,120.2
45.5,-73.6
45.3,-73.9
50.4,36.9
45.3,-73.9
48.9,2.3
50.1,8.7
25,121.5
64.6,39.8
48.7,44.5
23.5,121
23.1,113.3
59.6,30.1
55.2,61.4
56.1,47.3
55.4,43.8
55.2,61.4
40.7,109.8
48,37.9
18.5,73.9
48.9,2.4
56.8,53.2
45.5,-73.6
58.6,49.7
48.9,2.3
54.9,37.4
25,102.7
31.9,117.3
45.5,-73.6
53.5,49.1
30.3,120.2
34,-117.9
55.2,59.7
40.6,140.5
56.1,40.4
52.7,41.4
30.3,120.2
35.6,139.8
42,-88
55.5,47.5
42,43.5
47.6,26.3
54.6,52.8
54.3,48.4
51.5,46
32.1,118.8
45.5,-73.6
55.2,61.4
55.7,37.6
45.5,-73.6
37.5,127
30.9,120.1
45.5,-73.6
24.9,118.6
55.2,61.4
29.9,121.5
34.8,113.7
40.7,109.8
45.5,-73.6
43.1,12.1
54.3,48.4
23.5,121
55.7,37.6
30.3,120.2
45.5,-73.6
55,73.4
51.5,-0.1
45.5,-73.6
41.2,-73.2
4.6,-74.1
30.3,120.2
23.1,113.3
-8,-34.8
-36.8,-73
23.5,121
30.3,120.2
6.4,2.4
41.8,123.4
53.2,50.1
48,37.9
56.9,53.2
36.7,117
25,121.5
48.9,2.3
23.5,121
49.8,73.1
23.5,121
45.5,-73.6
50,36.3
23,120.2
37.5,-122.4
23.5,121
23.5,121
59.9,30.3
55.2,61.4
59,26
30.3,120.2
55.7,37.6
51.7,55.4
31,121.4
45.5,-73.6
30.3,120.2
13.8,100.5
45.5,-73.6
30.3,120.2
55,50.1
30.3,120.2
55.2,61.4
45.4,40.6
24.1,120.5
36.8,-114.1
55.7,37.6
30.3,120.2
59.4,56
36.7,117
49.4,32.1
45.5,-73.6
22.3,114.2
28.5,119.9
33.8,-117.8
20,77
47.9,106.9
18.2,83.3
45.5,-73.6
28.2,113.1
51.7,36.2
55.2,61.4
54.2,45.2
36.7,117
23.5,121
30.3,120.2
14,-14
37.5,126.7
56.1,40.4
57.8,28.3
45.5,-73.6
56.3,44
45.5,-73.6
55,73.4
22.8,108.3
48.9,2.3
55.3,61.4
24.1,120.5
30.3,120.2
8.5,77
32.1,118.8
55.2,61.4
55.8,49.2
56.8,53.2
25,121.5
50.4,30.5
56.3,37.5
30.3,120.2
32.1,118.8
55,50.1
55,50.1
47,32
39.9,116.4
43.9,125.3
55.8,37.6
55,82.9
22.8,108.3
48.7,44.5
51.7,55.4
13,77.6
48.5,32.3
22.8,108.3
37.5,127
53,36.1
19.3,84.8
24.9,118.6
30.9,120.1
45.5,-73.6
45.5,-73.6
50.5,30.5
48.7,44.5
56.9,60.6
30.3,120.2
55.2,61.4
37.8,-97.8
30.1,121.1
55.3,86.1
50.4,30.5
23.5,121
25,121.5
22.8,108.3
30.3,120.2
55.3,52
30.3,120.2
4.6,-74.1
35,135.6
41.8,123.4
55.2,61.4
55.7,39
44.9,33.8
49.4,32.1
40,45
-21.2,27.5
55.8,49.2
48.9,2.3
45.5,-73.6
23.5,121
54.8,32
48.9,2.3
40,45
55.7,37.6
23,120.2
48.9,2.3
55.2,61.4
48.9,2.3
30.3,120.2
31,121.4
30.3,120.2
17.4,78.5
53.2,50.1
37.5,127
33.7,73.1
50.7,3.2
52,113.5
49.8,30.1
30.3,120.2
45.5,-73.6
55.2,61.4
29.4,48
30.9,120.1
36.7,117
51.5,46
56.1,47.5
42.3,-83.1
45.5,-73.6
48.5,32.3
37.8,-97.8
23.2,87.9
22.3,114.2
23.5,121
31,36
24.1,120.7
45.5,-73.6
45.5,-73.6
30.3,120.2
55.2,61.4
45.8,16
50.6,36.6
45.5,-73.6
48.9,2.3
25,121.5
36.7,117
45.5,-73.6
45.3,-73.9
39.9,116.4
22.6,120.4
48.9,2.3
45.5,-73.6
55.2,61.4
22.8,108.3
42,43.5
45.3,-73.9
25,121.5
41,29
47.2,39.7
55.7,37.6
56.2,47.3
24.8,121
64.6,39.8
25,121.5
45.5,-73.6
48.9,2.3
30.3,120.2
50,36.3
41.2,-73.2
51.2,58.3
30.3,120.2
40.5,-74.2
32.6,-117
40,45
45.5,-73.6
45.3,-73.9
54.8,56
40,-83.1
50.7,3.2
30.3,120.2
30.7,104.1
55.7,37.6
23.5,121
31,121.4
31,121.4
48.9,2.3
46.3,48
19,72.8
23.7,120.5
54.3,48.4
55.3,60.4
39.9,116.4
55.2,61.4
43.3,76.9
48.8,37.6
30.3,120.2
34.8,113.7
25,121.3
17.4,78.5
40,45
51.5,46
22.6,120.4
23.5,121
48.5,35
30.3,120.2
23,120.2
52.5,103.9
45.5,-73.6
54.1,44.9
22.5,114.1
23.7,90.4
22.3,114.2
55.7,37.3
28.6,115.9
55.2,61.4
53.2,50.1
58.6,49.7
55.2,61.4
43.4,-80.5
45.5,-73.6
56.9,53.2
39.9,116.4
40.5,-74.2
61.3,73.4
22.3,114.2
23.1,120.2
45.5,-73.6
36.9,30.7
55.7,37.6
55.2,61.4
55.8,37.6
36.7,-78.4
41.9,-87.6
56.1,40.4
23.5,121
46.3,48
45.5,-73.6
50.5,30.5
23.5,121
30.3,120.2
22.4,114
23.5,121
45.5,-73.6
46,25
55.7,37.6
55.2,61.4
45.3,-73.9
22.3,114.2
28.2,113.1
56.9,53.2
55.2,61.4
23.5,121
55,60.1
55.5,47.5
48.5,35
45.5,-73.6
48,37.9
23.5,121
46,25
36.7,117
45.5,-73.6
31,121.4
32.1,118.8
51.7,55.4
17.4,78.5
45.5,-73.6
54.6,53.7
45.3,-73.9
22.8,108.3
23.5,121
48,37.8
58,56.3
23.7,120.5
48.9,2.3
54.6,39.7
40.6,22.9
55.7,37.6
54.4,61.3
23.5,121
36.1,103.8
55.2,61.4
35.6,140.1
55.6,37.9
32.1,118.8
56.6,47.9
55.2,61.4
46.1,38.9
48.5,32.3
57,41
52,113.6
47,28.9
45.5,-73.6
-22.8,-43.2
50.5,30.5
25,121.5
34.8,135.6
33.9,-118.4
25,121.5
40.5,-74.2
47.5,19.1
45.5,-73.6
31.8,120
59.6,33.5
-36.8,-73
56.9,62
22.6,120.4
28.6,115.9
24.9,67.1
50.3,58.4
46,25
39.9,116.4
57.2,65.5
45.5,-73.6
55.8,49.2
46.3,48
48.3,25.9
64.6,39.8
56.3,44
58.6,49.7
52.7,41.4
55.2,61.4
55.2,61.4
55.7,37.6
55.2,61.4
45.5,-73.6
17.4,78.5
50.6,36.6
31,121.4
45.5,-73.6
31,121.4
50.8,25.3
2.5,112.5
32.1,118.8
-22.8,-43.2
51.3,9.5
45.3,-73.9
49.4,32.1
45.3,-73.9
55,73.4
17.5,78.5
58,56.3
45.5,-73.6
24.1,120.7
48.9,2.3
49.6,34.5
52,113.6
55.8,37.6
30.3,120.2
45.9,28.2
22.8,108.3
19.4,-99.1
25,121.5
30.3,120.2
55.1,61.6
22.3,114.2
48.9,2.3
55.2,61.4
55.2,61.4
30.3,120.2
49.6,34.5
50.4,30.5
22.6,88.4
36.7,117
56,92.9
55.7,37.6
48.2,16.4
45.5,-73.6
55.2,61.4
47.2,39.7
55.8,49.1
55.8,49.2
40.7,-74.2
51.2,58.3
23,120.2
22.2,84.9
23.9,120.7
49.4,27
32.2,119.5
50.5,30.5
28.6,115.9
29.4,48
23.5,121
19.1,-98.2
45.5,-73.6
14.4,80
55.7,37.6
23.1,113.3
36.8,-114.1
26.6,106.7
54.8,58.2
-29,24
25,121.5
39.1,117.2
33.7,-84.4
45.5,28.1
34.8,113.7
51.9,33.5
55.5,65.3
47,28.8
55.2,61.4
47.2,39.7
58.7,31.8
56.1,47.5
56.1,47.3
46.4,41.6
52.3,104.3
48.9,2.3
45.5,9.2
14.6,-90.5
51.8,55.1
50.6,36.6
48.9,2.3
46.3,48
48.9,2.3
55.3,61.4
47,142.7
30.6,114.3
31,121.4
45.9,-119.7
55.8,37.6
50.4,30.5
55.7,38
46.1,-73.9
50.4,30.5
56.8,53.2
45.5,-73.6
56.3,44
22.4,114
55.2,61.4
36.1,103.8
24.8,121
36.7,117
64.6,39.8
31,121.4
52.4,4.9
23.7,90.4
33.6,-7.6
51.5,46.1
48.9,2.3
45.5,-73.6
23.1,113.3
34.1,-118.3
55.2,61.4
36.1,103.8
24.8,121
48.6,39.3
55.7,37.6
45.5,-73.6
55,60.4
48.9,2.3
51.7,39.2
23.1,113.3
48.9,2.3
50.6,36.6
60.1,23.7
-20.7,-47.9
38.9,-76.9
17.4,78.5
56.8,53.2
48,37.8
30.3,120.2
53.2,50.1
24.9,118.6
50.7,3.2
28.6,115.9
55.1,59.5
55.6,51.8
1.3,103.9
50.9,34.8
50.3,83.5
56.9,53.2
28.2,113.1
33,-96.7
55,60.4
45.3,-73.9
47.9,35.3
55.2,61.4
40.5,-74.2
22.3,114.2
56.8,53.2
-12.3,-66.2
56.1,47.3
23.5,121
45.5,-73.6
22.3,114.2
45.5,-73.6
53.2,87.3
45.5,-73.6
25,102.7
23.5,121
33.7,-7.4
52.7,41.4
25,121.5
29.9,121.5
56.2,69.5
55.7,37.6
56.2,47.3
36.1,103.8
